Data;Campeonato;Estadio;Mandante;Visitante;GOLS_H;GOLS_A;Goleiro;Jog1;Jog2;Jog3;Jog4;Jog5;Jog6;Jog7;Jog8;Jog9;Jog10;Jog11;Jog12;Jog13;Jog14;Jog15;Jog16;Jog17;Jog18;Jog19;Jog20;Jog21;Jog22;Jog23;Jog24;LINK
11/08/1918; Amistoso;Palestra Italia; Palestra Italia; América da Capital;6;1; Morlin; Bianco Gambini; Flosi; Fabbi; Picagli; Bertolini; Caetano; Forte; Heitor; Ernesto Imparato; Aldighieri; Ardélio Guidi;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19180811-palestra-italia-x-america-da-capital-amistoso-1918/
15/08/1918; Amistoso;Palestra Italia; Palestra Italia; Campos Elyseos;6;1; Morlin; Bianco Gambini; Grimaldi; Picagli; Fabbi; Pedretti; Ministro; Heitor; Ernesto Imparato; Aldighieri; Caetano; Ardélio Guidi;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19180815-palestra-italia-x-campos-elyseos-amistoso-1918/
18/08/1918; Amistoso;Palestra Italia; Palestra Italia; Touring Club Paulista;3;0; Flosi; Bianco Gambini; Grimaldi; Fabbi; Picagli; Simi; Caetano; Ministro; Heitor; Ernesto Imparato; Aldighieri; Ardélio Guidi;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19180818-palestra-italia-x-touring-club-paulista-amistoso-1918/
25/08/1918; Amistoso;Palestra Italia; Palestra Italia; SC Americano;5;2; Morlin; Bianco Gambini; Flosi; Grimaldi; Bertolini; Fabbi; Caetano; Ministro; Heitor; Ernesto Imparato; Aldighieri; Ardélio Guidi;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19180825-palestra-italia-x-americano-amistoso-1918/
01/09/1918; Amistoso;Palestra Italia; Palestra Italia; Combinado de Minas Gerais;6;2; Morlin; Bianco Gambini; Grimaldi; Picagli; Fabbi; Bertolini; Ministro; Heitor; Ernesto Imparato; Taurisano; Aldighieri; Caetano; Ardélio Guidi;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19180901-palestra-italia-x-combinado-de-minas-gerais-amistoso-1918/
07/09/1918; Amistoso;Palestra Italia; Palestra Italia; Seleção Olímpica de São Paulo;3;2; Morlin; Bianco Gambini; Grimaldi; Picagli; Fabbi; Bertolini; Ministro; Heitor; Ernesto Imparato; Aldighieri; Caetano; Ardélio Guidi;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19180907-palestra-italia-x-selecao-olimpica-de-sao-paulo-amistoso-1918/
15/09/1918; Amistoso;Palestra Italia; Palestra Italia; SC Luzitano;3;0; Morlin; Bianco Gambini; Flosi; Bertolini; Picagli; Fabbi; Caetano; Heitor; Ernesto Imparato; Ministro; Aldighieri; Ardélio Guidi;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19180915-palestra-italia-x-luzitano-amistoso-1918/
13/10/1918; Amistoso;Rua Tibiriçá; Comercial; Palestra Italia;0;2; Morlin; Bianco Gambini; Grimaldi; Pedretti; Picagli; Fabbi; Bertolini; Ministro; Heitor; Ernesto Imparato; Aldighieri; Ardélio Guidi;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19181013-comercial-x-palestra-italia-amistoso-1918/
08/12/1918; Amistoso;Floresta; A.A.das Palmeiras; Palestra Italia;1;4; Morlin; Bianco Gambini; Grimaldi; Attilio; Picagli; Fabbi; Caetano; Ministro; Heitor; Aldighieri; Taurisano; Ardélio Guidi;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19181208-a-a-das-palmeiras-x-palestra-italia-amistoso-1918/
01/01/1919; Amistoso;Floresta; S.C.Internacional (SP); Palestra Italia;0;5; Flosi; Bianco Gambini; Grimaldi; Bertolini; Picagli; Fabbi; Caetano; Ministro; Heitor; Aldighieri; Taurisano; Giuseppe Roberti;Giuseppe Longobardi;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19190101-s-c-internacional-sp-x-palestra-italia-amistoso-1919/
06/01/1919; Amistoso;Floresta; A.A.São Bento; Palestra Italia;1;5; Flosi; Bianco Gambini; Grimaldi; Bertolini; Picagli; Fabbi; Caetano; Ministro; Heitor; Ernesto Imparato; Aldighieri; Giuseppe Roberti;Giuseppe Longobardi;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19190106-sao-bento-de-sao-caetano-do-sul-x-palestra-italia-amistoso-1919/
12/01/1919; Amistoso;Hipódromo Campineiro; Guarani; Palestra Italia;0;5; Flosi; Bianco Gambini; Grimaldi; Attilio; Picagli; Fabbi; Caetano; Ministro; Heitor; Taurisano; Aldighieri; Giuseppe Roberti;Giuseppe Longobardi;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19190112-guarani-x-palestra-italia-amistoso-1919/
26/01/1919; Torneio Início;Floresta; Corinthians; Palestra Italia;0;0; Flosi; Bianco Gambini; Grimaldi; Bertolini; Fabbi; Valle; Caetano; Ministro; Heitor; Aldighieri; Taurisano; Giuseppe Roberti;Giuseppe Longobardi;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19190126-sccp-x-palestra-italia-torneio-inicio-1919/
09/03/1919; Amistoso;Rua Cesário Ramalho; União Recreativa Cambuci; Palestra Italia;1;3; Primo; Bianco Gambini; Grimaldi; Attilio; Picagli; Fabbi; Forte; Ministro; Heitor; Basílio; Aldighieri; Giuseppe Roberti;Giuseppe Longobardi;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19190309-uniao-recreativa-cambuci-x-palestra-italia-amistoso-1919/
16/03/1919; Amistoso;Floresta; Minas Gerais; Palestra Italia;0;4; Flosi; Bianco Gambini; Grimaldi; Pedretti; Picagli; Fabbi; Forte; Ministro; Heitor; Aldighieri; Ferre; Giuseppe Roberti;Giuseppe Longobardi;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19190316-minas-gerais-x-palestra-italia-amistoso-1919/
23/03/1919; Amistoso;Floresta; Ypiranga; Palestra Italia;1;2; Primo; Bianco Gambini; Grimaldi; Pedretti; Valle; Fabbi; Forte; Ministro; Heitor; Aldighieri; Taurisano; Giuseppe Roberti;Giuseppe Longobardi;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19190323-ypiranga-x-palestra-italia-amistoso-1919/
21/04/1919; Amistoso;Parque São Jorge; Palestra Italia; A.A.das Palmeiras;3;0; Flosi; Egildo; Grimaldi; Valle; Picagli; Pedretti; Caetano; Ministro; Mazzucchi; Aldighieri; Martinelli; Giuseppe Roberti;Giuseppe Longobardi;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19190421-palestra-italia-x-a-a-das-palmeiras-amistoso-1919/
27/04/1919; Amistoso;Velódromo Sorocabano; Sorocabano; Palestra Italia;1;6; Flosi; Egildo; Grimaldi; Gasperini; Pedretti; Valle; Caetano; Ernesto Imparato; Mazzucchi; Aldighieri; Martinelli; Giuseppe Roberti;Giuseppe Longobardi;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19190427-sorocabano-x-palestra-italia-amistoso-1919/
03/05/1919; Taça Pinoni;Floresta; Corinthians; Palestra Italia;3;2; Flosi; Egildo; Grimaldi; Bertolini; Pedretti; Valle; Caetano; Ernesto Imparato; Mazzucchi; Aldighieri; Martinelli; Giuseppe Roberti;Giuseppe Longobardi;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19190503-sccp-x-palestra-italia-taca-pinoni-1919/
13/05/1919; Taça Pinoni;Floresta; Corinthians; Palestra Italia;1;2; Flosi; Oscar; Grimaldi; Bertolini; Pedretti; Fabbi; Caetano; Mazzucchi; Aldighieri; Ernesto Imparato; Martinelli; Giuseppe Roberti;Giuseppe Longobardi;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19190513-sccp-x-palestra-italia-taca-pinoni-1919/
18/05/1919; Amistoso;Vila Leme; Paulista; Palestra Italia;2;1; Primo; Oscar; Grimaldi; Fabbi; Pedretti; Valle; Caetano; Ernesto Imparato; Mazzucchi; Aldighieri; Martinelli; Giuseppe Roberti;Giuseppe Longobardi;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19190518-paulista-x-palestra-italia-amistoso-1919/
25/05/1919; Amistoso;Hipódromo Sãocarlense; Paulista de São Carlos; Palestra Italia;0;2; Flosi; Oscar; Grimaldi; Valle; Pedretti; Fabbi; Caetano; Ministro; Mazzucchi; Aldighieri; Martinelli; Giuseppe Roberti;Giuseppe Longobardi;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19190525-paulista-de-sao-carlos-x-palestra-italia-amistoso-1919/
22/06/1919; Campeonato Paulista;Jardim América; Paulistano; Palestra Italia;1;1; Flosi; Bianco Gambini; Grimaldi; Bertolini; Picagli; Fabbi; Caetano; Ministro; Heitor; Ernesto Imparato; Aldighieri; Giuseppe Roberti;Giuseppe Longobardi;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19190622-paulistano-x-palestra-italia-campeonato-paulista-1919/
29/06/1919; Campeonato Paulista;Ponte Grande; Palestra Italia; Mackenzie;5;2; Flosi; Bianco Gambini; Grimaldi; Bertolini; Picagli; Severino; Caetano; Ministro; Heitor; Ernesto Imparato; Taurisano; Giuseppe Roberti;Giuseppe Longobardi;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19190629-palestra-italia-x-mackenzie-campeonato-paulista-1919/
13/07/1919; Campeonato Paulista;Ponte Grande; Palestra Italia; S.C.Internacional (SP);3;0; Flosi; Bianco Gambini; Grimaldi; Bertolini; Picagli; Fabbi; Caetano; Ernesto Imparato; Heitor; Aldighieri; Taurisano; Giuseppe Roberti;Giuseppe Longobardi;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19190713-palestra-italia-x-s-c-internacional-sp-campeonato-paulista-1919/
20/07/1919; Campeonato Paulista;Ponte Grande; Corinthians; Palestra Italia;0;1; Flosi; Bianco Gambini; Grimaldi; Bertolini; Picagli; Fabbi; Caetano; Ministro; Heitor; Ernesto Imparato; Aldighieri; Giuseppe Roberti;Giuseppe Longobardi;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19190720-sccp-x-palestra-italia-campeonato-paulista-1919/
27/07/1919; Campeonato Paulista;Avenida Água Branca; Minas Gerais; Palestra Italia;2;5; Flosi; Bianco Gambini; Grimaldi; Bertolini; Picagli; Fabbi; Caetano; Ministro; Heitor; Ernesto Imparato; Taurisano; Giuseppe Roberti;Giuseppe Longobardi;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19190727-minas-gerais-x-palestra-italia-campeonato-paulista-1919/
03/08/1919; Amistoso;Campo da Americana; Combinado Americano/Brasil de Santos; Palestra Italia;0;8; Primo; Oscar; Grimaldi; Bertolini; Picagli; Fabbi; Caetano; Ministro; Heitor; Ernesto Imparato; Taurisano; Giuseppe Roberti;Giuseppe Longobardi;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19190803-combinado-santosamerica-santista-x-palestra-italia-amistoso-1919/
10/08/1919; Campeonato Paulista;Jardim América; Ypiranga; Palestra Italia;1;5; Flosi; Bianco Gambini; Grimaldi; Bertolini; Picagli; Fabbi; Caetano; Ministro; Heitor; Ernesto Imparato; Taurisano; Giuseppe Roberti;Giuseppe Longobardi;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19190810-ypiranga-x-palestra-italia-campeonato-paulista-1919/
15/08/1919; Amistoso;Floresta; S.C.Internacional (SP); Palestra Italia;1;0; Flosi; Bianco Gambini; Grimaldi; Bertolini; Picagli; Fabbi; Caetano; Ministro; Heitor; Aldighieri; Taurisano; Giuseppe Roberti;Giuseppe Longobardi;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19190815-s-c-internacional-sp-x-palestra-italia-amistoso-1919/
24/08/1919; Campeonato Paulista;Floresta; Palestra Italia; A.A.das Palmeiras;3;2; Flosi; Bianco Gambini; Grimaldi; Bertolini; Picagli; Fabbi; Caetano; Ministro; Heitor; Caetano Imparato; Ernesto Imparato; Giuseppe Roberti;Giuseppe Longobardi;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19190824-palestra-italia-x-a-a-das-palmeiras-campeonato-paulista-1919/
31/08/1919; Campeonato Paulista;Vila Belmiro; Santos; Palestra Italia;0;2; Flosi; Bianco Gambini; Grimaldi; Bertolini; Picagli; Fabbi; Caetano; Ministro; Heitor; Caetano Imparato; Ernesto Imparato; Giuseppe Roberti;Giuseppe Longobardi;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19190831-santos-x-palestra-italia-campeonato-paulista-1919/
14/09/1919; Campeonato Paulista;Floresta; A.A.São Bento; Palestra Italia;1;4; Flosi; Bianco Gambini; Grimaldi; Bertolini; Picagli; Fabbi; Caetano; Ministro; Heitor; Caetano Imparato; Ernesto Imparato; Giuseppe Roberti;Giuseppe Longobardi;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19190914-sao-bento-de-sao-caetano-do-sul-x-palestra-italia-campeonato-paulista-1919/
20/09/1919; Amistoso;José de Araújo Cintra; Amparo; Palestra Italia;0;2; Primo; Bianco Gambini; Grimaldi; Bertolini; Picagli; Fabbi; Caetano; Ministro; Heitor; Caetano Imparato; Ernesto Imparato; Giuseppe Roberti;Giuseppe Longobardi;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19190920-amparo-x-palestra-italia-amistoso-1919/
05/10/1919; Campeonato Paulista;Palestra Italia; Palestra Italia; Ypiranga;1;6; Flosi; Bianco Gambini; Grimaldi; Bertolini; Picagli; Fabbi; Caetano; Ministro; Heitor; Ernesto Imparato; Caetano Imparato; Giuseppe Roberti;Giuseppe Longobardi;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19191005-palestra-italia-x-ypiranga-campeonato-paulista-1919/
12/10/1919; Campeonato Paulista;Floresta; A.A.das Palmeiras; Palestra Italia;0;5; Primo; Bianco Gambini; Grimaldi; Gasperini; Picagli; Fabbi; Caetano; Augusto Federici; Heitor; Ernesto Imparato; Taurisano; Giuseppe Roberti;Giuseppe Longobardi;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19191012-a-a-das-palmeiras-x-palestra-italia-campeonato-paulista-1919/
19/10/1919; Campeonato Paulista;Jardim América; Minas Gerais; Palestra Italia;0;2; Flosi; Bianco Gambini; Grimaldi; Bertolini; Picagli; Fabbi; Caetano; Mazzucchi; Heitor; Ernesto Imparato; Taurisano; Giuseppe Roberti;Giuseppe Longobardi;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19191019-minas-gerais-x-palestra-italia-campeonato-paulista-1919/
01/11/1919; Campeonato Paulista;Floresta; Palestra Italia; Santos;4;1; Flosi; Bianco Gambini; Grimaldi; Gasperini; Pedretti; Fabbi; Caetano; Ministro; Heitor; Ernesto Imparato; Taurisano; Giuseppe Roberti;Giuseppe Longobardi;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19191101-palestra-italia-x-santos-campeonato-paulista-1919/
09/11/1919; Campeonato Paulista;Palestra Italia; Palestra Italia; Corinthians;0;1; Flosi; Bianco Gambini; Grimaldi; Fabbi; Gasperini; Picagli; Caetano; Ministro; Heitor; Ernesto Imparato; Taurisano; Giuseppe Roberti;Giuseppe Longobardi;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19191109-palestra-italia-x-sccp-campeonato-paulista-1919/
16/11/1919; Campeonato Paulista;Palestra Italia; Palestra Italia; Paulistano;1;2; Flosi; Bianco Gambini; Grimaldi; Gasperini; Picagli; Fabbi; Caetano; Forte; Heitor; Ernesto Imparato; Taurisano; Giuseppe Roberti;Giuseppe Longobardi;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19191116-palestra-italia-x-paulistano-campeonato-paulista-1919/
23/11/1919; Campeonato Paulista;Floresta; S.C.Internacional (SP); Palestra Italia;1;5; Primo; Bianco Gambini; Grimaldi; Picagli; Gasperini; Fabbi; Caetano; Forte; Ernesto Imparato; Heitor; Taurisano; Giuseppe Roberti;Giuseppe Longobardi;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19191123-s-c-internacional-sp-x-palestra-italia-campeonato-paulista-1919/
07/12/1919; Campeonato Paulista;Floresta; Mackenzie; Palestra Italia;0;7; Flosi; Bianco Gambini; Grimaldi; Gasperini; Picagli; Fabbi; Caetano; Forte; Heitor; Ernesto Imparato; Taurisano; Giuseppe Roberti;Giuseppe Longobardi;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19191207-mackenzie-x-palestra-italia-campeonato-paulista-1919/
14/12/1919; Campeonato Paulista;Floresta; Palestra Italia; A.A.São Bento;5;1; Primo; Bianco Gambini; Grimaldi; Bertolini; Picagli; Fabbi; Caetano; Forte; Heitor; Ernesto Imparato; Taurisano; Giuseppe Roberti;Giuseppe Longobardi;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19191214-palestra-italia-x-a-a-sao-bento-campeonato-paulista-1919/
25/01/1920; Taça Matarazzo;Rua Cesário Ramalho; Palestra Italia; União Recreativa Cambuci;2;2; Primo; Grimaldi; Egildo; Gasperini; Bianco Gambini; Valle; Forte; Ministro; Heitor; Ernesto Imparato; Taurisano; Grimaldi;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/25-01-1920-palmeiras-x-uniao-recreativa-cambuci/
28/03/1920; Amistoso;Castelões; SC Savoia; Palestra Italia;1;5; Luigi; Egildo; Grimaldi; Pedretti; Picagli; Fabbi; Caetano; Forte; Heitor; Mazzucchi; Constantino; Giuseppe Roberti;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19200328-savoia-x-palestra-italia-amistoso-1920/
01/04/1920; Taça Matarazzo;Rua Cesário Ramalho; União Recreativa Cambuci; Palestra Italia;2;4; Primo; Grimaldi; Egildo; Valle; Severino; Fabbi; Caetano; Forte; Heitor; Constantino; Aldighieri; Grimaldi;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19200401-palmeiras-4x2-uniao-recreativa-cambuci/
04/04/1920; Amistoso;Ponte Grande; A.A.São Bento; Palestra Italia;0;0; Primo; Grimaldi; Pedretti; Bertolini; Picagli; Fabbi; Caetano; Forte; Heitor; Constantino; Aldighieri; Giuseppe Roberti;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19200404-sao-bento-de-sao-caetano-do-sul-x-palestra-italia-amistoso-1920/
11/04/1920; Amistoso;Palestra Italia; Palestra Italia; Brasil de Pelotas;2;1; Primo; Egildo; Oscar; Picagli; Fabbi; Pedretti; Caetano; Forte; Heitor; Ernesto Imparato; Aldighieri; Giuseppe Roberti;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19200411-palestra-italia-x-brasil-de-pelotas-amistoso-1920/
18/04/1920; Amistoso;Associação dos Gráficos; Palestra Italia; A.A.São Bento;2;1; Primo; Oscar; Egildo; Severino; Valle; Fabbi; Caetano; Ministro; Heitor; Constantino; Caetano Imparato;;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19200418-palestra-italia-x-a-a-sao-bento-amistoso-1920/
25/04/1920; Campeonato Paulista;Ponte Grande; Palestra Italia; Corinthians;3;0; Primo; Pedretti; Bianco Gambini; Bertolini; Picagli; Fabbi; Caetano; Ministro; Heitor; Ernesto Imparato; Caetano Imparato;;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19200425-palestra-italia-x-sccp-campeonato-paulista-1920/
09/05/1920; Campeonato Paulista;Ponte Grande; Minas Gerais; Palestra Italia;1;3; Primo; Bianco Gambini; Bertolini; Pedretti; Picagli; Fabbi; Caetano; Ministro; Heitor; Ernesto Imparato; Caetano Imparato;;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19200509-minas-gerais-x-palestra-italia-campeonato-paulista-1920/
16/05/1920; Campeonato Paulista;Palestra Italia; Palestra Italia; Mackenzie;7;0; Primo; Bianco Gambini; Pedretti; Bertolini; Picagli; Fabbi; Caetano; Ministro; Heitor; Ernesto Imparato; Caetano Imparato;;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19200516-palestra-italia-x-mackenzie-campeonato-paulista-1920/
30/05/1920; Campeonato Paulista;Vila Belmiro; Santos; Palestra Italia;2;3; Primo; Bianco Gambini; Pedretti; Bertolini; Picagli; Fabbi; Caetano; Ministro; Heitor; Caetano Imparato; Ernesto Imparato;;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19200530-santos-x-palestra-italia-campeonato-paulista-1920/
03/06/1920; Amistoso;Ponte Grande; Seleção de São Paulo; Palestra Italia;1;2; Primo; Grane; Pedretti; Bertolini; Severino; Fabbi; Caetano; Ministro; Heitor; Ernesto Imparato; Martinelli; Giuseppe Roberti;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19200603-selecao-paulista-1x2-palmeiras/
13/06/1920; Festival da Gráfica;Associação dos Gráficos; S.C.Internacional (SP); Palestra Italia;1;1; Aírton; Grimaldi; Bianco Gambini; Augusto Federici; Severino; Mazzucchi; Forte; Constantino; Heitor; Ernesto Imparato; Martinelli; Grimaldi;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19200613-s-c-internacional-sp-1x1-palestra-italia/
04/07/1920; Campeonato Paulista;Palestra Italia; Palestra Italia; A.A.São Bento;4;1; Primo; Bianco Gambini; Pedretti; Bertolini; Severino; Fabbi; Caetano; Ministro; Heitor; Ernesto Imparato; Martinelli;;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19200704-palestra-italia-x-a-a-sao-bento-campeonato-paulista-1920/
14/07/1920; Taça São Paulo Sportivo;Floresta; Palestra Italia; Minas Gerais;1;3; Primo; Grimaldi; Bianco Gambini; Pedretti; Severino; Patti; Caetano; Constantino; Heitor; Ernesto Imparato; Forte; Grimaldi;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19200714-minas-gerais-1x3-palestra-italia/
18/07/1920; Campeonato Paulista;Floresta; A.A.das Palmeiras; Palestra Italia;0;5; Primo; Bianco Gambini; Pedretti; Fabbi; Severino; Bertolini; Caetano; Augusto Federici; Heitor; Ernesto Imparato; Martinelli; Adriano Merlo;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19200718-a-a-das-palmeiras-x-palestra-italia-campeonato-paulista-1920/
26/07/1920; Amistoso;Floresta; Palestra Italia; Seleção Carioca;5;1; Primo; Bianco Gambini; Pedretti; Valle; Severino; Fabbi; Caetano; Augusto Federici; Ernesto Imparato; Heitor; Martinelli;;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19200726-palestra-italia-x-selecao-do-rio-de-janeiro-amistoso-1920/
01/08/1920; Campeonato Paulista;Palestra Italia; Palestra Italia; Ypiranga;1;0; Primo; Pedretti; Bianco Gambini; Bertolini; Picagli; Fabbi; Caetano; Augusto Federici; Heitor; Ernesto Imparato; Martinelli;;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19200801-palestra-italia-x-ypiranga-campeonato-paulista-1920/
08/08/1920; Campeonato Paulista;Palestra Italia; Palestra Italia; S.C.Internacional (SP);1;0; Primo; Bianco Gambini; Pedretti; Bertolini; Picagli; Mazzucchi; Caetano; Ministro; Heitor; Ernesto Imparato; Martinelli;;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19200808-palestra-italia-x-s-c-internacional-sp-campeonato-paulista-1920/
15/08/1920; Campeonato Paulista;Palestra Italia; Palestra Italia; Paulistano;1;1; Primo; Bianco Gambini; Pedretti; Bertolini; Picagli; Fabbi; Caetano; Ministro; Heitor; Ernesto Imparato; Martinelli;;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19200815-palestra-italia-x-paulistano-campeonato-paulista-1920/
22/08/1920; Amistoso;Vila Leme; Corinthians de Jundiaí; Palestra Italia;3;1; Primo; Eleuterio; Grimaldi; Fabbi; Mazzucchi; Severino; Augusto Federici; Ministro; Heitor; Ernesto Imparato; Martinelli; Grimaldi;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19200822-corinthians-de-jundiai-3x1-palestra-italia/
05/09/1920; Campeonato Paulista;Palestra Italia; Palestra Italia; Corinthians;1;2; Primo; Bianco Gambini; Pedretti; Bertolini; Picagli; Fabbi; Caetano; Ministro; Heitor; Ernesto Imparato; Martinelli;;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19200905-palestra-italia-x-sccp-campeonato-paulista-1920/
03/10/1920; Campeonato Paulista;Palestra Italia; Palestra Italia; Ypiranga;0;0; Primo; Oscar; Pedretti; Bertolini; Picagli; Valle; Caetano; Ministro; Heitor; Ernesto Imparato; Martinelli;;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19201003-palestra-italia-x-ypiranga-campeonato-paulista-1920/
10/10/1920; Amistoso;Rua Tibiriçá; Palestra Italia de Ribeirão Preto; Palestra Italia;1;4; Primo; Bianco Gambini; Pedretti; Grimaldi; Gasperini; Valle; Constantino; Ministro; Jacintho; Ernesto Imparato; Caetano Imparato;;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19201010-palestra-italia-de-ribeirao-preto-x-palestra-italia-amistoso-1920/
12/10/1920; Amistoso;Rua Tibiriçá; Comercial; Palestra Italia;2;3; Primo; Bianco Gambini; Pedretti; Valle; Severino; Bertolini; Constantino; Ministro; Heitor; Ernesto Imparato; Caetano Imparato; Giuseppe Roberti; Frediano de Lucca;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19201012-comercial-x-palestra-italia-amistoso-1920/
17/10/1920; Campeonato Paulista;Palestra Italia; Palestra Italia; Mackenzie;4;0; Primo; Bianco Gambini; Pedretti; Bertolini; Picagli; Severino; Caetano; Augusto Federici; Heitor; Ernesto Imparato; Martinelli;;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19201017-palestra-italia-x-mackenzie-campeonato-paulista-1920/
24/10/1920; Amistoso;Vila Belmiro; Santos; Palestra Italia;0;0; Primo; Bianco Gambini; Grimaldi; Pedretti; Gasperini; Valle; Caetano; Ministro; Ernesto Imparato; Caetano Imparato; Severino;;;;;;;;;;;;;;;https://www.verdazzo.com.br/jogo/19201024-santos-x-palestra-italia-amistoso-1920/
